rxqual_value,rxlev_dbm,km_value,hour,day_of_week,is_weekend,has_hdlc_retrans,com_dte_dce_ok,voisinage_ok,label
3.0,-78.0,48.426,10.0,1,0,1,1,1,1
7.0,-67.0,7.321,18.0,2,0,1,1,0,0
3.0,-72.0,7.321,19.0,2,0,1,1,0,0
7.0,-51.0,7.321,23.0,2,0,1,1,0,0
4.0,-66.0,6.13,14.0,3,0,1,1,1,0
3.0,-90.0,26.739,9.0,5,1,1,1,0,1
4.0,-78.0,7.321,11.0,6,1,1,1,1,0
7.0,-52.0,6.17,11.0,3,0,1,1,0,0
7.0,-66.0,6.13,18.0,3,0,1,1,0,0
6.0,-54.0,7.321,21.0,3,0,1,1,1,0
6.0,-81.0,108.206,21.0,4,0,1,1,1,1
7.0,-78.0,7.321,13.0,4,0,1,1,1,0
7.0,-59.0,6.13,12.0,5,1,1,1,0,0
7.0,-63.0,6.13,15.0,6,1,1,1,1,0
0.0,-47.0,198.984,20.0,6,1,1,0,0,1
5.0,-52.0,7.321,21.0,6,1,1,1,1,0
2.0,-85.0,108.206,15.0,0,0,1,1,0,1
7.0,-61.0,6.13,17.0,1,0,1,1,0,0
7.0,-77.0,7.321,23.0,4,0,1,1,0,0
7.0,-62.0,109.495,18.0,5,1,1,1,0,1
1.0,-62.0,152.488,18.0,6,1,1,1,1,1
7.0,-84.0,127.815,19.0,6,1,1,1,1,1
0.0,-110.0,177.85,20.0,6,1,1,1,1,1
7.0,-73.0,108.206,8.0,0,0,1,1,1,1
0.0,-77.0,72.398,17.0,0,0,1,1,0,0
7.0,-77.0,7.321,16.0,1,0,1,1,0,0
7.0,-83.0,6.13,4.0,2,0,1,1,1,0
7.0,-63.0,7.13,9.0,2,0,1,1,1,0
5.0,-47.0,198.984,15.0,3,0,1,1,1,0
7.0,-67.0,7.321,23.0,3,0,1,1,0,0
7.0,-54.0,6.13,9.0,2,0,1,1,1,0
7.0,-86.0,6.13,10.0,4,0,1,1,1,0
7.0,-70.0,165.298,20.0,4,0,1,1,1,1
7.0,-61.0,109.495,18.0,6,1,1,1,0,1
7.0,-63.0,6.13,18.0,0,0,1,1,1,0
6.0,-67.0,6.13,20.0,1,0,1,1,1,0
5.0,-65.0,73.586,6.0,2,0,1,1,1,1
7.0,-64.0,7.321,14.0,4,0,1,1,1,0
0.0,-63.0,186.315,6.0,5,1,1,1,1,1
1.0,-61.0,7.321,21.0,6,1,1,1,0,0
4.0,-66.0,81.777,4.0,2,0,1,1,1,1
7.0,-77.0,7.321,12.0,2,0,1,1,1,0
7.0,-67.0,6.13,21.0,2,0,1,1,1,0
7.0,-74.0,7.321,21.0,2,0,1,1,1,0
7.0,69.0,6.13,10.0,5,1,1,1,0,0
7.0,57.0,7.321,17.0,5,1,1,1,1,0
5.0,62.0,7.321,15.0,6,1,1,1,1,0
7.0,77.0,7.321,9.0,0,0,1,1,1,0
0.0,-65.0,174.074,19.0,1,0,1,1,0,1
6.0,-69.0,6.13,10.0,2,0,1,1,1,0
7.0,-91.0,25.85,14.0,3,0,1,1,1,1
0.0,-68.0,144.326,18.0,3,0,1,1,1,0
7.0,-92.0,26.739,18.0,3,0,1,1,0,1
7.0,-66.0,6.13,12.0,4,0,1,1,1,0
7.0,-63.0,109.495,18.0,6,1,1,1,0,1
4.0,-80.0,127.815,19.0,6,1,1,1,1,1
0.0,-110.0,177.85,15.0,0,0,1,1,1,1
4.0,-80.0,7.321,17.0,0,0,1,1,1,0
0.0,-110.0,166.529,21.0,0,0,1,1,1,1
0.0,-55.0,6.13,4.0,1,0,1,1,1,0
7.0,-86.0,108.206,10.0,1,0,1,1,1,1
7.0,-80.0,94.954,16.0,1,0,1,1,0,1
0.0,-57.0,108.206,20.0,1,0,1,1,1,1
2.0,-72.0,134.3,21.0,1,0,1,1,1,1
2.0,-47.0,129.18,21.0,1,0,1,1,0,1
5.0,-68.0,25.85,19.0,2,0,1,1,1,1
0.0,-60.0,6.13,7.0,3,0,1,1,0,0
7.0,-72.0,7.321,22.0,4,0,1,1,0,0
7.0,-79.0,7.321,18.0,5,1,1,1,1,0
7.0,-74.0,6.13,20.0,5,1,1,0,0,0
7.0,-66.0,7.321,14.0,6,1,1,0,0,0
0.0,-68.0,144.326,19.0,6,1,1,1,1,0
2.0,-76.0,185.47,18.0,0,0,1,1,1,1
6.0,-66.0,7.321,16.0,1,0,1,1,0,0
3.0,-81.0,109.495,16.0,3,0,1,1,0,1
7.0,-57.0,7.321,17.0,5,1,1,1,1,0
7.0,-58.0,152.488,7.0,6,1,1,1,0,1
7.0,-73.0,7.321,8.0,0,0,1,1,1,0
7.0,-83.0,25.91,19.0,0,0,1,1,1,1
7.0,-55.0,7.321,19.0,0,0,1,1,1,0
6.0,-79.0,7.321,11.0,1,0,1,1,1,0
7.0,-65.0,127.815,19.0,1,0,1,1,1,1
7.0,-67.0,7.321,7.0,2,0,1,1,1,0
7.0,-82.0,126.51,19.0,2,0,1,1,1,1
7.0,-69.0,6.13,11.0,3,0,1,1,1,0
7.0,-58.0,152.488,6.0,4,0,1,1,0,1
7.0,-60.0,108.206,18.0,4,0,1,1,1,1
6.0,-74.0,6.13,10.0,5,1,1,1,1,0
7.0,-49.0,7.321,17.0,1,0,1,1,0,0
7.0,-70.0,73.586,22.0,1,0,1,1,1,1
3.0,-67.0,108.206,22.0,1,0,1,1,1,1
5.0,-60.0,90.108,5.0,2,0,1,1,1,1
8.0,-87.0,108.206,9.0,2,0,1,1,1,1
0.0,-57.0,78.155,5.0,3,0,1,1,1,0
4.0,-82.0,95.014,16.0,3,0,1,0,1,1
4.0,-82.0,95.014,16.0,3,0,1,0,1,1
2.0,-68.0,144.326,10.0,4,0,1,1,1,0
6.0,-63.0,177.85,19.0,4,0,1,1,1,1
6.0,-78.0,94.954,21.0,4,0,1,1,1,1
0.0,-61.0,94.954,16.0,5,1,1,1,1,1
6.0,-54.0,7.321,16.0,6,1,1,1,0,0
0.0,-110.0,7.321,20.0,6,1,1,1,1,0
7.0,-65.0,7.321,21.0,6,1,1,1,1,0
7.0,-69.0,73.586,21.0,6,1,1,1,1,1
7.0,-82.0,108.206,7.0,0,0,1,1,1,1
0.0,-70.0,48.426,8.0,1,0,1,1,0,1
7.0,-74.0,73.586,20.0,2,0,1,1,0,1
0.0,-71.0,153.686,15.0,3,0,1,1,0,1
7.0,-79.0,94.954,21.0,3,0,1,1,1,1
6.0,-81.0,108.206,19.0,5,1,1,1,1,1
7.0,-59.0,6.13,22.0,5,1,1,1,1,0
7.0,-79.0,108.206,22.0,5,1,1,1,1,1
5.0,-49.0,7.321,19.0,6,1,1,1,1,0
2.0,-61.0,6.13,8.0,0,0,1,1,1,0
7.0,-63.0,6.13,17.0,0,0,1,1,1,0
3.0,-76.0,134.3,17.0,0,0,1,1,0,1
5.0,-50.0,6.13,22.0,0,0,1,1,1,0
7.0,-70.0,6.13,11.0,1,0,1,1,1,0
7.0,-56.0,7.321,17.0,1,0,1,1,0,0
7.0,-84.0,108.206,20.0,1,0,1,1,1,1
0.0,-48.0,119.927,12.0,2,0,1,1,1,0
3.0,-73.0,137.092,11.0,3,0,1,1,1,0
3.0,-72.0,137.092,8.0,4,0,1,1,1,0
7.0,-56.0,6.13,17.0,4,0,1,1,1,0
7.0,-78.0,109.495,20.0,4,0,1,1,1,1
5.0,-62.0,177.85,20.0,4,0,1,1,1,1
1.0,-68.0,177.85,10.0,5,1,1,1,0,1
4.0,-58.0,145.6,16.0,5,1,1,1,1,1
7.0,-76.0,73.586,17.0,5,1,1,1,1,1
6.0,-50.0,94.954,15.0,6,1,1,1,1,1
7.0,-83.0,108.206,18.0,6,1,1,1,1,1
3.0,-56.0,7.321,21.0,6,1,1,1,1,0
7.0,-79.0,126.51,6.0,0,0,1,1,0,1
7.0,-68.0,39.215,19.0,0,0,1,1,0,1
5.0,-65.0,185.47,20.0,0,0,1,1,0,1
5.0,-64.0,78.155,5.0,1,0,1,1,1,1
0.0,-48.0,67.829,16.0,1,0,1,1,1,0
6.0,-59.0,177.85,23.0,1,0,1,1,1,1
7.0,-83.0,94.954,12.0,2,0,1,1,1,1
7.0,-86.0,108.206,14.0,2,0,1,1,1,1
7.0,-79.0,73.586,16.0,2,0,1,0,1,1
7.0,-84.0,96.317,16.0,2,0,1,0,0,1
7.0,-72.0,94.954,18.0,2,0,1,0,1,1
7.0,-72.0,25.85,21.0,2,0,1,1,1,1
7.0,-77.0,94.954,21.0,2,0,1,1,1,1
7.0,-85.0,108.206,19.0,3,0,1,1,1,1
7.0,-72.0,108.206,20.0,3,0,1,1,1,1
7.0,-71.0,108.206,22.0,3,0,1,1,1,1
6.0,-62.0,110.783,16.0,4,0,1,1,1,1
2.0,-72.0,144.326,19.0,4,0,1,1,1,0
2.0,-67.0,144.326,20.0,4,0,1,1,1,0
7.0,-83.0,94.954,9.0,5,1,1,1,1,1
7.0,-71.0,177.85,16.0,5,1,1,1,1,1
7.0,-68.0,93.758,16.0,5,1,1,1,1,1
6.0,-62.0,73.586,14.0,6,1,1,1,1,1
5.0,-77.0,138.302,22.0,6,1,1,0,0,1
5.0,-77.0,164.302,22.0,6,1,1,0,0,1
7.0,-87.0,108.206,7.0,0,0,1,1,1,1
0.0,-48.0,164.006,9.0,0,0,1,1,1,0
7.0,-61.0,94.954,15.0,0,0,1,1,1,1
0.0,-64.0,101.587,14.0,2,0,1,1,1,1
7.0,-69.0,6.13,16.0,2,0,1,1,1,0
7.0,-48.0,94.954,20.0,2,0,1,1,1,1
7.0,-81.0,94.954,21.0,3,0,1,0,1,1
6.0,-76.0,94.954,8.0,4,0,1,1,1,1
7.0,-101.0,96.317,10.0,4,0,1,1,1,1
0.0,-62.0,181.626,13.0,4,0,1,1,1,0
7.0,-82.0,108.206,17.0,4,0,1,1,1,1
7.0,-73.0,6.13,12.0,6,1,1,1,0,0
7.0,-82.0,94.954,17.0,6,1,1,1,1,1
7.0,-78.0,94.954,23.0,0,0,1,1,1,1
2.0,-77.0,122.536,8.0,2,0,1,1,1,1
7.0,-80.0,94.954,10.0,2,0,1,1,1,1
2.0,-60.0,37.917,11.0,2,0,1,0,1,0
7.0,-83.0,94.954,16.0,2,0,1,1,1,1
7.0,-84.0,94.954,10.0,3,0,1,1,1,1
7.0,-78.0,94.954,11.0,4,0,1,1,1,1
7.0,-86.0,94.954,8.0,5,1,1,1,1,1
7.0,-69.0,6.13,17.0,5,1,1,1,1,0
7.0,-83.0,94.951,17.0,5,1,1,1,1,1
6.0,-84.0,94.951,9.0,1,0,1,1,1,1
6.0,-83.0,94.951,21.0,1,0,1,1,1,1
7.0,-68.0,6.13,22.0,1,0,1,1,1,0
7.0,-84.0,94.954,7.0,2,0,1,1,1,1
7.0,-80.0,94.954,9.0,2,0,1,1,1,1
3.0,-63.0,117.258,16.0,2,0,1,1,0,1
6.0,61.0,6.13,8.0,3,0,1,1,1,0
4.0,66.0,6.13,8.0,4,0,1,1,1,0
7.0,68.0,6.13,12.0,4,0,1,1,1,0
0.0,48.0,94.954,11.0,4,0,1,1,1,0
7.0,-79.0,94.954,18.0,4,0,1,1,1,0
7.0,-65.0,73.586,22.0,4,0,1,1,1,1
7.0,-78.0,94.954,8.0,5,1,1,1,1,0
6.0,72.0,6.13,11.0,5,1,1,1,1,0
3.0,-87.0,48.426,11.0,5,1,1,1,0,1
1.0,-67.0,161.722,21.0,5,1,1,1,0,1
7.0,-67.0,6.13,12.0,6,1,1,1,1,0
6.0,-70.0,177.85,18.0,6,1,1,1,0,1
7.0,-80.0,94.954,19.0,0,0,1,1,1,0
7.0,67.0,6.13,16.0,4,0,1,1,1,0
7.0,-83.0,94.954,16.0,4,0,1,1,1,0
3.0,-75.0,151.35,20.0,4,0,1,1,1,1
5.0,-72.0,127.815,20.0,4,0,1,1,1,1
7.0,-71.0,6.13,8.0,5,1,1,1,0,0
7.0,-68.0,5.73,9.0,5,1,1,1,1,0
3.0,-65.0,73.586,22.0,5,1,1,1,1,1
4.0,-84.0,94.954,11.0,6,1,1,1,1,0
7.0,-77.0,7.321,8.0,2,0,1,1,1,0
7.0,-51.0,7.321,16.0,2,0,1,1,0,0
7.0,-83.0,94.954,20.0,2,0,1,1,1,0
3.0,-72.0,74.713,12.0,3,0,1,1,1,1
7.0,-71.0,6.13,4.0,4,0,1,1,1,0
7.0,-68.0,6.13,17.0,4,0,1,1,0,0
7.0,-56.0,6.13,18.0,4,0,1,1,1,0
0.0,-57.0,136.735,8.0,5,1,1,1,1,0
7.0,-73.0,6.13,12.0,6,1,1,1,0,0
7.0,-84.0,94.954,12.0,6,1,1,1,1,0
7.0,-83.0,94.954,18.0,6,1,1,1,1,0
6.0,-80.0,94.954,19.0,6,1,1,1,1,0
7.0,-61.0,7.321,21.0,6,1,1,1,1,0
6.0,-82.0,94.954,21.0,6,1,1,1,1,0
6.0,-82.0,94.954,7.0,1,0,1,1,1,0
7.0,-76.0,94.954,8.0,1,0,1,1,1,0
1.0,-75.0,127.815,22.0,1,0,1,1,1,1
7.0,-93.0,6.13,4.0,3,0,1,1,0,0
7.0,-85.0,94.954,9.0,3,0,1,1,1,0
0.0,-65.0,53.601,15.0,3,0,1,1,1,1
1.0,-66.0,54.601,16.0,4,0,1,1,1,1
4.0,-78.0,198.984,20.0,4,0,1,0,0,1
5.0,-81.0,94.954,8.0,5,1,1,1,1,0
7.0,-81.0,94.954,18.0,6,1,1,1,1,0
6.0,-79.0,94.954,21.0,6,1,1,0,1,0
6.0,-51.0,7.321,13.0,2,0,1,1,1,0
6.0,-65.0,7.321,19.0,2,0,1,1,1,0
6.0,-83.0,94.954,8.0,3,0,1,1,1,0
7.0,-66.0,6.13,21.0,3,0,1,1,1,0
7.0,-85.0,6.13,7.0,4,0,1,1,1,0
7.0,-83.0,94.954,8.0,4,0,1,1,1,0
6.0,-83.0,94.954,10.0,4,0,1,1,1,0
7.0,-83.0,94.954,17.0,5,1,1,1,1,0
6.0,-53.0,7.321,21.0,5,1,1,1,1,0
7.0,-65.0,7.321,9.0,6,1,1,1,1,0
4.0,-83.0,93.758,10.0,6,1,1,1,1,0
7.0,-84.0,94.954,11.0,6,1,1,1,1,0
3.0,-68.0,6.13,18.0,0,0,1,1,1,0
1.0,-70.0,73.586,8.0,1,0,1,1,0,1
6.0,-83.0,94.954,8.0,1,0,1,1,1,0
6.0,-82.0,165.298,10.0,2,0,1,1,0,1
6.0,-83.0,94.954,9.0,3,0,1,1,1,0
4.0,-62.0,7.321,23.0,3,0,1,1,1,0
7.0,-54.0,6.13,21.0,4,0,1,1,0,0
5.0,-81.0,94.954,22.0,4,0,1,1,1,0
7.0,-72.0,6.13,10.0,6,1,1,1,0,0
7.0,-69.0,200.0,22.0,6,1,1,0,1,1
0.0,-57.0,79.282,7.0,0,0,1,1,1,1
7.0,-70.0,6.13,9.0,0,0,1,1,0,0
6.0,-81.0,94.954,12.0,0,0,1,1,0,0
7.0,-70.0,6.13,17.0,1,0,1,1,0,0
7.0,-74.0,73.586,19.0,1,0,1,1,0,1
7.0,-73.0,177.85,19.0,1,0,1,1,0,1
0.0,-67.0,39.215,19.0,2,0,1,1,1,0
7.0,-84.0,91.305,19.0,2,0,1,1,1,0
5.0,-66.0,6.13,21.0,2,0,1,1,1,0
3.0,-51.0,7.321,21.0,2,0,1,1,1,0
0.0,-64.0,7.321,20.0,3,0,1,1,0,0
7.0,-54.0,6.13,21.0,3,0,1,1,1,0
7.0,-84.0,94.954,10.0,4,0,1,1,1,0
5.0,-80.0,94.954,15.0,5,1,1,1,1,0
0.0,-67.0,6.13,15.0,6,1,1,1,1,0
7.0,-78.0,177.85,15.0,6,1,1,1,1,1
7.0,-72.0,177.85,17.0,6,1,1,1,1,1
0.0,-75.0,109.495,15.0,0,0,1,1,1,1
6.0,-83.0,94.954,15.0,1,0,1,1,1,0
7.0,-70.0,6.13,8.0,2,0,1,1,1,0
7.0,-83.0,94.954,11.0,2,0,1,1,1,0
7.0,-74.0,94.954,18.0,3,0,1,1,1,0
7.0,-64.0,6.13,18.0,4,0,1,1,0,0
7.0,-67.0,73.586,20.0,4,0,1,1,1,1
7.0,-67.0,73.586,20.0,4,0,1,1,1,1
3.0,-68.0,6.13,7.0,5,1,1,1,1,0
6.0,-82.0,94.954,22.0,5,1,1,1,1,0
4.0,-52.0,7.321,21.0,0,0,1,1,0,0
5.0,-51.0,6.13,17.0,1,0,1,1,0,0
7.0,-75.0,18.95,21.0,2,0,1,1,1,1
7.0,-70.0,36.558,21.0,2,0,1,1,0,1
7.0,-73.0,6.13,6.0,4,0,1,1,0,0
0.0,-70.0,6.13,10.0,4,0,1,1,1,0
5.0,-77.0,198.984,15.0,2,0,1,0,1,1
7.0,-52.0,7.321,17.0,2,0,1,1,0,0
7.0,-51.0,6.13,15.0,3,0,1,1,0,0
0.0,-65.0,21.55,16.0,4,0,1,1,0,1
0.0,-60.0,7.321,16.0,4,0,1,1,1,0
7.0,-83.0,35.259,16.0,4,0,1,1,1,1
0.0,-61.0,186.315,7.0,6,1,1,1,0,1
7.0,-65.0,6.13,12.0,6,1,1,1,1,0
5.0,-67.0,6.13,12.0,1,0,1,1,1,0
1.0,-79.0,126.51,17.0,1,0,1,1,1,1
7.0,-60.0,130.074,17.0,1,0,1,1,1,1
2.0,-65.0,130.074,19.0,2,0,1,1,0,1
7.0,-60.0,7.321,23.0,4,0,1,1,1,0
4.0,-65.0,6.13,7.0,5,1,1,1,1,0
7.0,-78.0,6.13,4.0,6,1,1,1,1,0
0.0,-58.0,52.289,5.0,6,1,1,1,1,1
6.0,-70.0,6.13,12.0,6,1,1,1,1,0
6.0,-54.0,6.13,15.0,6,1,1,1,0,0
7.0,-58.0,6.13,21.0,6,1,1,1,0,0
2.0,-75.0,140.659,17.0,0,0,1,1,1,1
7.0,-67.0,6.13,15.0,1,0,1,1,1,0
2.0,-76.0,108.206,22.0,2,0,1,1,1,1
7.0,-68.0,94.954,13.0,4,0,1,0,1,0
1.0,-65.0,118.562,20.0,4,0,1,1,0,1
7.0,-70.0,6.13,10.0,2,0,1,1,1,0
7.0,-54.0,152.548,7.0,4,0,1,1,1,1
7.0,-71.0,6.13,15.0,5,1,1,1,1,0
1.0,-74.0,140.659,16.0,5,1,1,1,0,1
0.0,-62.0,49.785,12.0,0,0,1,1,1,0
1.0,-52.0,198.984,12.0,3,0,1,0,1,1
0.0,-110.0,8.97,21.0,5,1,1,1,1,0
0.0,-64.0,179.149,20.0,6,1,1,1,1,1
3.0,-60.0,27.568,8.0,0,0,1,1,1,0
1.0,-72.0,58.71,6.0,3,0,1,1,1,1
3.0,-49.0,33.961,12.0,3,0,1,1,1,0
0.0,-60.0,8.97,12.0,3,0,1,0,1,0
6.0,-61.0,7.321,20.0,3,0,1,0,1,0
7.0,-84.0,6.13,7.0,6,1,1,1,1,0
7.0,-69.0,6.13,11.0,6,1,1,1,1,0
0.0,-76.0,95.014,7.0,0,0,1,1,1,1
7.0,-71.0,6.13,17.0,2,0,1,1,1,0
5.0,-51.0,6.13,12.0,3,0,1,1,1,0
7.0,-59.0,6.13,19.0,4,0,1,1,0,0
6.0,-66.0,6.13,14.0,5,1,1,1,1,0
7.0,-51.0,5.73,12.0,6,1,1,1,0,0
2.0,-77.0,126.51,7.0,0,0,1,1,0,1
7.0,-74.0,6.13,14.0,1,0,1,1,1,0
6.0,-54.0,6.13,17.0,1,0,1,1,0,0
6.0,-52.0,7.321,18.0,1,0,1,0,0,0
6.0,-88.0,127.815,9.0,2,0,1,1,1,1
5.0,-62.0,7.321,22.0,3,0,1,1,1,0
7.0,-72.0,202.125,0.0,6,1,1,1,1,1
0.0,-48.0,79.282,4.0,1,0,1,1,1,0
6.0,-67.0,6.13,19.0,2,0,1,1,1,0
6.0,-54.0,7.321,22.0,2,0,1,1,1,0
2.0,-72.0,6.13,10.0,0,0,1,1,1,0
2.0,-71.0,145.6,7.0,3,0,1,1,0,1
3.0,-60.0,161.722,19.0,3,0,1,1,0,1
0.0,-56.0,125.206,18.0,4,0,1,1,1,0
6.0,-53.0,7.321,20.0,5,1,1,1,1,0
7.0,-67.0,6.13,11.0,6,1,1,1,1,0
3.0,-50.0,7.13,19.0,6,1,1,1,0,0
7.0,-70.0,4.707,11.0,2,0,1,1,1,0
0.0,-57.0,185.47,18.0,5,1,1,1,0,1
7.0,-57.0,6.13,16.0,0,0,1,1,1,0
6.0,-53.0,6.13,8.0,1,0,1,1,0,0
7.0,-69.0,6.13,18.0,5,1,1,1,1,0
6.0,-52.0,6.13,14.0,6,1,1,1,0,0
0.0,-67.0,161.722,19.0,1,0,1,1,0,1
5.0,-53.0,8.97,20.0,2,0,1,1,1,0
2.0,-68.0,101.587,16.0,3,0,1,1,1,0
7.0,-50.0,6.13,19.0,6,1,1,1,1,0
7.0,-61.0,7.321,23.0,6,1,1,0,1,0
7.0,-73.0,6.13,8.0,0,0,1,1,1,0
7.0,-71.0,6.13,7.0,1,0,1,1,0,0
5.0,-52.0,7.321,13.0,2,0,1,1,0,0
6.0,-54.0,5.93,19.0,2,0,1,1,1,0
5.0,-50.0,7.321,20.0,5,1,1,0,1,0
0.0,-48.0,80.47,5.0,6,1,1,1,1,0
0.0,-63.0,79.282,4.0,0,0,1,1,1,0
0.0,-65.0,78.155,8.0,2,0,1,1,0,0
0.0,-48.0,79.282,4.0,4,0,1,1,1,0
0.0,-71.0,138.302,8.0,4,0,1,1,1,0
