source,timestamp,km,zone_gsmr,cause_racine,sous_systeme,rxqual_ertms,rxlev_ertms,start_time,stop_time,call_setup_duration,transaction_duration,gsmr_connected,etcs_connected,end_event,end_cause,imei,label,call_setup_sec,transaction_sec,hour,day_of_week,is_weekend,is_night,duration_very_short,duration_very_long,slow_setup,km_value
Expandium_Normal,2025-10-28 23:35:22.338,,,,,,,2025-10-28 23:35:22.338,2025-10-29 00:08:42.025,3s 603ms,33min 19s 687ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045131.0,0,3.6029999999999998,1999.687,23,1,0,0,0,0,0,
ERTMS,2025-12-11 12:12:56.000,33.961,GSMR_06/07,"Selon notre analyse, nous avons constaté que le HO est complet entre 206 et 207 ,les conditions radio étaient bonnes avant la déconnexion, La requete de deconnexion a ete envoyé par le bord suite au retransmission des trames HDLC",RBC,dl Rxqual=3,dl rx level=-49,2025-12-11 12:12:57.731,2025-12-11 12:13:01.892,3s 626ms,4s 161ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500042751.0,1,3.626,4.161,12,3,0,0,1,0,0,33.961
ERTMS,2025-10-16 21:05:29.000,6.13,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO non finalisé entre 301 et 203 ,les conditions radio étaient Mauvaises avant la déconnexion,La requete de deconnexion a ete envoyé par le Bord sans retransmission des trames HDLC",BORD,dl Rxqual=7,dl rx level=-54,2025-10-16 21:05:27.687,2025-10-16 21:05:43.780,3s 617ms,16s 93ms,Connected,Not Connected,User Plane SAPDU DI,Normal release requested by peer SFM user,35214500045073.0,1,3.617,16.093,21,3,0,0,1,0,0,6.13
Expandium_Normal,2025-10-14 15:01:21.033,,,,,,,2025-10-14 15:01:21.033,2025-10-14 15:47:33.808,3s 630ms,46min 12s 775ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500036582.0,0,3.63,2772.775,15,1,0,0,0,0,0,
ERTMS,2025-10-20 15:57:16.000,109.495,GSMR_19/20,"Selon notre analyse, nous avons constaté que le HO non finalisé entre 320 et 319 ,les conditions radio étaient Mauvaises avant la déconnexion,La requete de deconnexion a ete envoyé par le RBC avec retransmission des trames HDLC",GSMR,dl Rxqual=0,dl rx level=-75,2025-10-20 15:57:09.631,2025-10-20 15:57:25.867,3s 595ms,16s 236ms,Connected,Connected,User Plane SAPDU DI,Normal release requested by peer SFM user,35214500045329.0,1,3.5949999999999998,16.236,15,0,0,0,1,0,0,109.495
Expandium_Normal,2026-01-31 14:00:34.281,,,,,,,2026-01-31 14:00:34.281,2026-01-31 14:46:51.469,4s 555ms,46min 17s 188ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045187.0,0,4.555,2777.188,14,5,1,0,0,0,0,
ERTMS,2025-10-25 22:55:26.000,94.954,GSMR_17/18,"Selon notre analyse, nous avons constaté que le HO non finalisé entre 318 et 217 Avec Downlink quality ,les conditions radio étaient Mauvaises avant la déconnexion,La requete de deconnexion a ete envoyé par le Bord sans retransmission des trames HDLC",BORD,dl Rxqual=6,dl rx level=-82,2025-10-25 22:55:34.714,2025-10-25 22:55:39.138,3s 596ms,4s 424ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500045494.0,1,3.596,4.424,22,5,1,0,1,0,0,94.954
Expandium_Normal,2026-01-08 07:33:25.266,,,,,,,2026-01-08 07:33:25.266,2026-01-08 08:15:27.310,3s 587ms,42min 2s 44ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500038727.0,0,3.5869999999999997,2522.044,7,3,0,0,0,0,0,
Expandium_Normal,2026-03-01 08:10:20.601,,,,,,,2026-03-01 08:10:20.601,2026-03-01 08:10:55.088,3s 639ms,34s 487ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500044557.0,0,3.6390000000000002,34.487,8,6,1,0,1,0,0,
Expandium_Normal,2025-11-24 04:01:05.388,,,,,,,2025-11-24 04:01:05.388,2025-11-24 05:17:22.811,4s 530ms,1h 16min 17s 423ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500036582.0,0,4.53,4577.423,4,0,0,1,0,1,0,
Expandium_Normal,2026-01-21 11:01:21.183,,,,,,,2026-01-21 11:01:21.183,2026-01-21 11:46:10.515,3s 587ms,44min 49s 332ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045671.0,0,3.5869999999999997,2689.332,11,2,0,0,0,0,0,
ERTMS,2025-10-23 18:54:57.000,94.954,GSMR_17/18,"Selon notre analyse, nous avons constaté que le HO non finalisé entre 318 et 217 ,les conditions radio étaient Mauvaises avant la déconnexion,La requete de deconnexion a ete envoyé par le Bord sans retransmission des trames HDLC",BORD,dl Rxqual=7,dl rx level=-74,2025-10-23 18:55:01.800,2025-10-23 18:55:13.960,3s 608ms,12s 160ms,Connected,Not Connected,User Plane SAPDU DI,Normal release requested by peer SFM user,35214500040707.0,1,3.608,12.16,18,3,0,0,1,0,0,94.954
ERTMS,2026-01-19 16:05:07.000,6.13,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO Complet entre 202 et 203 avec Downlink quality, les conditions radio étaient Mauvaise avant la déconnexion, La requete de deconnexion a ete envoyé par le RBC  avec  retransmission des trames HDLC*5",BORD,dl Rxqual=7,dl rx level=-57,2026-01-19 16:05:09.634,2026-01-19 16:05:16.673,3s 580ms,7s 39ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500047160.0,1,3.58,7.039,16,0,0,0,1,0,0,6.13
Expandium_Normal,2025-12-16 23:34:31.412,,,,,,,2025-12-16 23:34:31.412,2025-12-16 23:36:59.225,3s 619ms,2min 27s 813ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500044293.0,0,3.6189999999999998,147.813,23,1,0,0,0,0,0,
Expandium_Normal,2026-01-20 05:02:31.152,,,,,,,2026-01-20 05:02:31.152,2026-01-20 05:03:10.835,3s 582ms,39s 683ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500005339.0,0,3.582,39.683,5,1,0,1,1,0,0,
Expandium_Normal,2026-01-28 19:41:38.506,,,,,,,2026-01-28 19:41:38.506,2026-01-28 19:45:12.111,3s 624ms,3min 33s 605ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045357.0,0,3.624,213.605,19,2,0,0,0,0,0,
Expandium_Normal,2026-01-09 05:17:58.130,,,,,,,2026-01-09 05:17:58.130,2026-01-09 05:18:47.905,3s 644ms,49s 775ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500046055.0,0,3.644,49.775,5,4,0,1,1,0,0,
ERTMS,2025-10-31 06:06:19.000,6.13,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO non finalisé entre 303 et 301   ,les conditions radio étaient Mauvaises avant la déconnexion,La requete de deconnexion a ete envoyé par le RBC avec retransmission des trames HDLC*5",BORD,dl Rxqual=7,dl rx level=-73,2025-10-31 06:06:19.954,2025-10-31 06:49:41.276,3s 621ms,43min 21s 322ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500047160.0,1,3.621,2601.322,6,4,0,1,0,0,0,6.13
Expandium_Normal,2026-03-07 03:59:43.925,,,,,,,2026-03-07 03:59:43.925,2026-03-07 04:01:24.629,3s 592ms,1min 40s 704ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500043740.0,0,3.592,100.704,3,5,1,1,0,0,0,
Expandium_Normal,2025-12-18 19:42:06.134,,,,,,,2025-12-18 19:42:06.134,2025-12-18 19:45:08.214,3s 617ms,3min 2s 80ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045122.0,0,3.617,182.08,19,3,0,0,0,0,0,
ERTMS,2026-02-04 19:05:07.000,5.93,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO Non finalisé  entre 302 et 203, les conditions radio étaient Mauvaise avant la déconnexion, La requete de deconnexion a ete envoyé par le Bord  avec  retransmission des trames HDLC*3",BORD,dl Rxqual=6,dl rx level=-54,2026-02-04 19:05:06.435,2026-02-04 19:05:23.614,3s 606ms,17s 179ms,Connected,Connected,User Plane SAPDU DI,Normal release requested by peer SFM user,35214500044497.0,1,3.606,17.179,19,2,0,0,1,0,0,5.93
Expandium_Normal,2026-01-30 10:46:14.462,,,,,,,2026-01-30 10:46:14.462,2026-01-30 10:46:56.854,3s 641ms,42s 392ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500043605.0,0,3.641,42.392,10,4,0,0,1,0,0,
Expandium_Normal,2025-11-19 20:32:38.881,,,,,,,2025-11-19 20:32:38.881,2025-11-19 21:14:51.644,3s 586ms,42min 12s 763ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045268.0,0,3.586,2532.763,20,2,0,0,0,0,0,
Expandium_Normal,2025-12-01 12:59:08.897,,,,,,,2025-12-01 12:59:08.897,2025-12-01 12:59:48.418,3s 591ms,39s 521ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045122.0,0,3.591,39.521,12,0,0,0,1,0,0,
Expandium_Normal,2026-02-10 16:55:20.165,,,,,,,2026-02-10 16:55:20.165,2026-02-10 16:56:00.065,3s 382ms,39s 900ms,Connected,Connected,User Plane SUBSET026 Term Session,,35229605039726.0,0,3.382,39.9,16,1,0,0,1,0,0,
ERTMS,2025-10-22 11:54:47.000,94.954,GSMR_17/18,"Selon notre analyse, nous avons constaté que le HO non finalisé entre 318 et 217 ,les conditions radio étaient Mauvaises avant la déconnexion,La requete de deconnexion a ete envoyé par le Bord sans retransmission des trames HDLC",BORD,dl Rxqual=7,dl rx level=-83,2025-10-22 11:54:51.023,2025-10-22 11:55:02.999,3s 628ms,11s 976ms,Connected,Not Connected,User Plane SAPDU DI,Normal release requested by peer SFM user,35214500005339.0,1,3.628,11.975999999999999,11,2,0,0,1,0,0,94.954
Expandium_Normal,2025-12-18 11:50:31.064,,,,,,,2025-12-18 11:50:31.064,2025-12-18 11:51:03.576,3s 602ms,32s 512ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045348.0,0,3.602,32.512,11,3,0,0,1,0,0,
ERTMS,2026-01-28 20:15:22.000,8.97,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO complet entre 303 et 202, les conditions radio étaient Mauvaise avant la déconnexion, La requete de deconnexion a ete envoyé par le RBC  avec  retransmission des trames HDLC*5",BORD,dl Rxqual=5,dl rx level=-53,2026-01-28 20:15:25.725,2026-01-28 20:15:34.623,4s 289ms,8s 898ms,Connected,Not Connected,User Plane HDLC DISC,,35214500046055.0,1,4.289,8.898,20,2,0,0,1,0,0,8.97
ERTMS,2026-02-01 23:16:13.000,7.321,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO non finalisé entre 303 et 202, les conditions radio étaient Mauvaise avant la déconnexion, La requete de deconnexion a ete envoyé par le RBC  avec  retransmission des trames HDLC*5",BORD,dl Rxqual=7,dl rx level=-61,2026-02-01 23:16:17.019,2026-02-02 19:01:50.475,3s 578ms,19h 45min 33s 456ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500038727.0,1,3.578,71133.456,23,6,1,0,0,1,0,7.321
ERTMS,2025-12-30 04:35:16.000,79.282,GSMR_14/15,"Selon notre analyse, nous avons constaté que le HO est complet entre  214 et 215, les conditions radio sont Bonnes  La requete de deconnexion a ete envoyé par le RBC  sans retransmission des trames HDLC",RBC,dl Rxqual=0,dl rx level=-48,2025-12-30 04:35:18.436,2025-12-30 04:35:28.409,3s 605ms,9s 973ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500044557.0,1,3.605,9.973,4,1,0,1,1,0,0,79.282
Expandium_Normal,2025-12-13 04:47:53.317,,,,,,,2025-12-13 04:47:53.317,2025-12-13 04:48:11.433,3s 648ms,18s 116ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045498.0,0,3.648,18.116,4,5,1,1,1,0,0,
ERTMS,2025-12-01 12:16:08.000,49.785,GSMR_09/10,"Selon notre analyse, nous avons constaté que le HO est complet entre 208 et 209 , les conditions radio étaient bonnes avant la déconnexion, La requete de deconnexion a ete envoyé par le bord  avec retransmission des trames HDLC*5",BORD,dl Rxqual=0,dl rx level=-62,2025-12-01 12:16:20.668,2025-12-01 12:18:07.040,3s 609ms,1min 46s 372ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500038730.0,1,3.609,106.372,12,0,0,0,0,0,0,49.785
Expandium_Normal,2026-01-29 12:49:24.722,,,,,,,2026-01-29 12:49:24.722,2026-01-29 12:50:03.392,3s 611ms,38s 670ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500004427.0,0,3.6109999999999998,38.67,12,3,0,0,1,0,0,
ERTMS,2025-11-15 07:05:33.000,6.13,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO Complet  entre 202 et 303, les conditions radio étaient mauvaies avant la déconnexion, La requete de deconnexion a ete envoyé par le RBC avec retransmission des trames HDLC*5",BORD,dl Rxqual=4,dl rx level=-65,2025-11-15 07:05:35.616,2025-11-15 07:05:42.573,3s 623ms,6s 957ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500043740.0,1,3.623,6.957,7,5,1,0,1,0,0,6.13
ERTMS,2025-10-21 15:56:14.000,94.954,GSMR_17/18,"Selon notre analyse, nous avons constaté que le HO non finalisé entre 318 et 217 ,les conditions radio étaient Mauvaises avant la déconnexion,La requete de deconnexion a ete envoyé par le BORD avec retransmission des trames HDLC",BORD,dl Rxqual=6,dl rx level=-83,2025-10-21 15:56:18.772,2025-10-21 15:56:24.601,3s 640ms,5s 829ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500005339.0,1,3.64,5.829,15,1,0,0,1,0,0,94.954
Expandium_Normal,2025-12-17 17:06:18.444,,,,,,,2025-12-17 17:06:18.444,2025-12-17 17:48:29.747,3s 603ms,42min 11s 303ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500036582.0,0,3.6029999999999998,2531.303,17,2,0,0,0,0,0,
Expandium_Normal,2025-11-28 20:00:39.716,,,,,,,2025-11-28 20:00:39.716,2025-11-28 20:45:05.157,3s 637ms,44min 25s 441ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500004427.0,0,3.637,2665.441,20,4,0,0,0,0,0,
Expandium_Normal,2026-01-10 01:09:17.083,,,,,,,2026-01-10 01:09:17.083,2026-01-10 01:52:29.446,3s 645ms,43min 12s 363ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500046055.0,0,3.645,2592.363,1,5,1,1,0,0,0,
ERTMS,2025-12-25 22:12:43.000,7.321,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO est non finalisé entre 203 et 202, les conditions radio étaient Bonne avant la déconnexion, La requete de deconnexion a ete envoyé par le Bord  sans retransmission des trames HDLC*5",BORD,dl Rxqual=5,dl rx level=-62,2025-12-25 22:13:23.756,2025-12-25 22:13:45.102,3s 607ms,21s 346ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045268.0,1,3.607,21.346,22,3,0,0,1,0,0,7.321
Expandium_Normal,2025-10-13 10:01:13.688,,,,,,,2025-10-13 10:01:13.688,2025-10-13 10:45:26.369,3s 590ms,44min 12s 681ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045735.0,0,3.59,2652.681,10,0,0,0,0,0,0,
ERTMS,2026-01-11 19:14:18.000,7.13,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO complet entre 303 et 202  , les conditions radio étaient Bonne avant la déconnexion, La requete de deconnexion a ete envoyé par le  RBC  avec  retransmission des trames HDLC*5",BORD,dl Rxqual=3,dl rx level=-50,2026-01-11 19:14:20.763,2026-01-11 19:14:27.951,3s 630ms,7s 188ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500038727.0,1,3.63,7.188,19,6,1,0,1,0,0,7.13
Expandium_Normal,2026-02-01 09:56:17.918,,,,,,,2026-02-01 09:56:17.918,2026-02-01 09:56:50.451,3s 602ms,32s 533ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045461.0,0,3.602,32.533,9,6,1,0,1,0,0,
Expandium_Normal,2026-01-11 13:57:15.734,,,,,,,2026-01-11 13:57:15.734,2026-01-11 13:59:04.091,3s 576ms,1min 48s 357ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045424.0,0,3.576,108.357,13,6,1,0,0,0,0,
ERTMS,2025-12-18 12:05:32.000,6.13,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO est non finalisé entre 202 et 203 , les conditions radio étaient mauvaises avant la déconnexion, La requete de deconnexion a ete envoyé par le RBC  avec retransmission des trames HDLC*5",BORD,dl Rxqual=5,dl rx level=-51,2025-12-18 12:05:34.212,2025-12-18 12:05:41.531,3s 837ms,7s 319ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500044293.0,1,3.8369999999999997,7.319,12,3,0,0,1,0,0,6.13
ERTMS,2026-02-13 04:35:23.000,79.282,GSMR_14/15,"Selon notre analyse, nous avons constaté que le HO est complet entre  214 et 215, les conditions radio sont bonne La requete de deconnexion a ete envoyé par le bord avec retransmission des trames HDLC",BORD,dl Rxqual=0,dl rx level=-48,2026-02-13 04:35:26.129,2026-02-13 04:35:33.230,3s 626ms,7s 101ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500043740.0,1,3.626,7.101,4,4,0,1,1,0,0,79.282
ERTMS,2026-02-11 08:22:35.000,78.155,GSMR_14/15,"Selon notre analyse, nous avons constaté que le HO est non finalisé entre  214 et 215, les conditions radio sont mauvaises en uplink  La requete de deconnexion a ete envoyé par le RBC avec retransmission des trames HDLC",BORD,dl Rxqual=0,dl rx level=-65,2026-02-11 08:22:28.803,2026-02-11 08:22:45.130,3s 591ms,16s 327ms,Connected,Connected,User Plane SAPDU DI,Normal release requested by peer SFM user,35214500045498.0,1,3.591,16.327,8,2,0,0,1,0,0,78.155
Expandium_Normal,2026-01-22 21:01:02.007,,,,,,,2026-01-22 21:01:02.007,2026-01-22 21:45:19.570,3s 625ms,44min 17s 563ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045671.0,0,3.625,2657.563,21,3,0,0,0,0,0,
ERTMS,2025-11-21 20:51:23.000,118.562,GSMR_20/21,"Selon notre analyse, nous avons constaté que le HO non finalisé entre 321 et 320, les conditions radio étaient bonnes avant la déconnexion, La requete de deconnexion a ete envoyé par le RBC avec retransmission des trames HDLC*5",BORD/GSMR,dl Rxqual=1,dl rx level=-65,2025-11-21 20:51:43.509,2025-11-21 21:15:42.532,3s 613ms,23min 59s 23ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500038727.0,1,3.613,1439.023,20,4,0,0,0,0,0,118.562
Expandium_Normal,2025-10-18 06:25:26.547,,,,,,,2025-10-18 06:25:26.547,2025-10-18 06:26:01.991,3s 628ms,35s 444ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045477.0,0,3.628,35.444,6,5,1,1,1,0,0,
ERTMS,2025-12-14 07:05:31.000,6.13,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO est Complet entre 302 et 201 avec Downlink quality ,les conditions radio étaient Mauvaises avant la déconnexion, La requete de deconnexion a ete envoyé par le RBC  suite au retransmission des trames HDLC",BORD,dl Rxqual=7,dl rx level=-84,2025-12-14 07:05:51.138,2025-12-14 07:47:02.308,3s 629ms,41min 11s 170ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500005339.0,1,3.629,2471.17,7,6,1,0,0,0,0,6.13
Expandium_Normal,2025-11-04 04:37:07.317,,,,,,,2025-11-04 04:37:07.317,2025-11-04 04:37:42.991,4s 544ms,35s 674ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500017596.0,0,4.5440000000000005,35.674,4,1,0,1,1,0,0,
ERTMS,2026-02-07 20:37:06.000,7.321,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO Non finalisé  entre 202 et 303, les conditions radio étaient Mauvaise avant la déconnexion, La requete de deconnexion a ete envoyé par le RBC  avec  retransmission des trames HDLC*5",BORD,dl Rxqual=5,dl rx level=-50,2026-02-07 20:37:05.081,2026-02-07 20:37:15.289,3s 613ms,10s 208ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500045098.0,1,3.613,10.208,20,5,1,0,1,0,0,7.321
Expandium_Normal,2026-01-10 09:32:01.356,,,,,,,2026-01-10 09:32:01.356,2026-01-10 10:14:27.179,3s 581ms,42min 25s 823ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500040638.0,0,3.581,2545.823,9,5,1,0,0,0,0,
ERTMS,2025-12-23 17:05:24.000,6.13,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO n'est pas Complete entre 202 et 303 , les conditions radio étaient mauvaises avant la déconnexion, La requete de deconnexion a ete envoyé par le RBC  avec retransmission des trames HDLC*5",BORD,dl Rxqual=6,dl rx level=-54,2025-12-23 17:05:26.953,2025-12-23 17:05:34.680,4s 516ms,7s 727ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500045488.0,1,4.516,7.727,17,1,0,0,1,0,0,6.13
ERTMS,2025-12-31 22:13:18.000,7.321,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO non finalisé entre 202 et 203, les conditions radio étaient mauvaises avant la déconnexion, La requete de deconnexion a ete envoyé par le  RBC  avec retransmission des trames HDLC*5",BORD,dl Rxqual=6,dl rx level=-54,2025-12-31 22:13:20.946,2025-12-31 22:13:27.851,3s 619ms,6s 905ms,Connected,Not Connected,User Plane HDLC DISC,,35214500045098.0,1,3.6189999999999998,6.905,22,2,0,0,1,0,0,7.321
ERTMS,2026-01-17 18:35:16.000,185.47,GSMR_32/33,"Selon notre analyse, nous avons constaté que le HO non finalisé entre 332 et 331, les conditions radio étaient mauvaises en uplink avant la déconnexion, La requete de deconnexion a ete envoyé par le  bord  avec  retransmission des trames HDLC*5",BORD/GSMR,dl Rxqual=0,dl rx level=-57,2026-01-17 18:35:09.665,2026-01-17 18:35:27.781,3s 605ms,18s 116ms,Connected,Connected,User Plane SAPDU DI,Normal release requested by peer SFM user,35214500045268.0,1,3.605,18.116,18,5,1,0,1,0,0,185.47
Expandium_Normal,2025-12-07 09:15:56.757,,,,,,,2025-12-07 09:15:56.757,2025-12-07 09:16:40.713,4s 555ms,43s 956ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045329.0,0,4.555,43.956,9,6,1,0,1,0,0,
Expandium_Normal,2026-02-25 04:30:43.267,,,,,,,2026-02-25 04:30:43.267,2026-02-25 04:35:22.119,3s 837ms,4min 38s 852ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045480.0,0,3.8369999999999997,278.852,4,2,0,1,0,0,0,
